chunk_id,text
18493,[not hate] i looked at your pics to . and im glad your proud to be white   but i hope you dont like it to the point that you will divide . i didnt know whites went through slavery and i didnt know that white people systematically have had legislature to oppress them as a people
18494,[hate] ok to hate new york city again : it looks like new york citys brief flirtation with white civilization ( 1994 ...
18495,[not hate] : bloomberg ramps up amnesty coalition #afire #tcot #p2 #noamnesty
18496,[not hate] if they hate islam  what makes them muslim ?
18497,[not hate] presentable  nonthreatening white dudes . good .
18498,[not hate] video #education site on current events and #nationalsocialism - spread the word ! #workingclass #cnnblackmail #fnn
18499,[not hate] here are more pictures from my visit to sumdo .
18500,[hate] the alt right is not anti christianity but rather anti christian cuck . it values family  tradition  and volk not vagueness of family values
18501,[not hate] only business you run is and going around calling everyone and hiding behind using the word suspected white supremacist . when in fact ur just a suspected black supremacist and the real racist .
18502,[not hate] where are the white women at ? ?
18503,[not hate] he puts his feelings and interests before the movement and safety and posterity of its members willing to dox people for bullying him .
18504,[hate] What is the fastest way to get jewish guests out of your house? vacuum cleaner
18505,[hate] race war brewing : dallas shooter confirmed member of new black panther party | read more : via
18506,[hate] we should have done a better job teaching these hoodlums us history instead of the tyranny of progressivism.
18507,[not hate] irs agent : keep faith to yourself | fox news & commentary : todd starnes
18508,[not hate] bjp and agp will contest assam election together . prafful kumar mahant meets amit shah . bjp general secretary present
18509,[not hate] why are you guys basicly pro white non jew bernie sanders ?
18510,[not hate] surely it's ok to be a person of white ? because white is made up of all colours .
18511,[hate] jew hatred is inherent in islamic doctrine . muslims don't hate jews because of israel  they hate isra
18512,[not hate] so i don't need to serve black people just because i have the individual freedom to not have black friends . gotcha .
18513,[hate] the sign says : we're better will less white people than with more white people .
18514,"[hate] they should be hit in the face when it's quite obvious you better punch her 1st, before she does you. self-defense."
18515,[not hate] only if you are afraid that america is turning non-white . if it is  so what  you wont be here & younger people are not racists fools
18516,[not hate] british royals in india must apologize for #jalianwala bag massacres of innocent indians
18517,[hate] i'm still trying to figure out why the people of #ferguson is taking their aggression out on quicktrips ? why ? ! ? really  why ? ! ? ! ? stupidfucks
18518,[not hate] thatis so true my friend . black & whites must stand together with all colors as americans .
18519,[not hate] bjp ready for pre-poll pacts with agp and bpf : bjp  which aims to come to power in the upcoming assembly polls ...
18520,[hate] i was so busy paying 20 thousand a year in taxes for illegals  i couldnt afford to send my legal american children even to county college !
18521,[not hate] i impregnated 3 white women  what about you ?
18522,"[not hate]  you're really into this whole divided race thing . this white pride thing you have needs to realize white  "" heritage "" "" is made up . """
18523,[not hate] besides  your party started the white supremacist group kkk and antifa . proves you & libs are dumbasses and the most racist group out there
18524,[not hate] is it british rule today ?
18525,[not hate] called the alt right despicable and vilegavin & milo are our worst enemies
18526,[not hate] fair leaders have ties to white supremacist groups and eugenicists and have made many racist statements ...
18527,[not hate] this type of hate in america is not good for anyone and should not be tolerated nor entertained . especially not by the white house .
18528,[not hate] hang in there - - help is on the way ! donald j trump has always loved r-usa - 4 - the people !
18529,[hate] jumping people is not normal for white people .
18530,[hate] head for liberia  advance your people and be free of the white man .
18531,"[hate] you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his car ."
18532,[not hate] she should not have been there in the first place . germanic women do not belong in street brawls against their own people .
18533,"[hate] damn, african dana is a problem? what do you want done with ones here already?"
18534,[not hate] #trump hotels will be closed  that's for sure . since he hires so many . so does half his cabinet apparently . #ourrevolution
18535,[hate] white people don't need to be better in order to organize for their own survival . remem
18536,"[not hate]  black supremacist arrested for threatening to  "" kill all white people in the town "" "" via """
18537,"[hate] for every church, monastery or christian place of worship that gets hit. a mosque should be also."
18538,"[not hate]  rt hitler moustache-wearing  "" femen "" "" whores marching against "" "" fascism "" "" in france | read more : """
18539,[hate] why your white be proud of your own race and look out for your own race just like obama looked out just for his own race
18540,[not hate] and kill a lot of his own people .
18541,[not hate] tell it to racist joe arpaio
18542,[hate] race realist and proud white alt-righter using color of crime references
18543,[not hate] jeb ! is nervous #gopdebate
18544,[not hate] #trump #trump2016 #tcot #ccot #tlot #tgdn #sgp #pjnet #nra #goa #teaparty
18545,[not hate] yes and hillary to cover her for losing the election
18546,[hate] idiotic jews and white liberals through the muslims and blacks wouldn't turn on them #timeiscoming
18547,[not hate] is a hate group . their values are bigotry  hate  homophobia  and white supremacy .
18548,[hate] it appears antifa won't come out without masks so they have moved on to vandalism .
18549,[not hate] snuffing out south african identity just getting around to reading this .
18550,[hate] jews on ' white genocide ' #whitegenocide via mass immigration .
18551,"[hate] such a travesty that $$ we spend on illegals for their subsistence in the u.s., could be spent on our veterans!"
18552,[not hate] record numbers attend german anti-islamization rally via
18553,"[hate] we need to stop terrorism. its bad!"""" your proposal is?""""only let in the based muslims!"""" o oh. okay."
18554,[not hate] shilling for cruz  who is a puppet of billionaire donors who want free trade and open borders  or globalism :
18555,[not hate] the indian act is in perfect compliment to white supremist governance  as result canada runs perfectly as white supremist society .
18556,[not hate] british soldier against nazis in ww2 lost his country anyway via
18557,[not hate] #laborday is here  and as expected  everything but the honoring of america's white workers is in full play ...
18558,[not hate] that's partially true since white suprmacy dominates every facet of human existence . here are the 9 areas so you have them .
18559,"[hate] if i see that, he ends up in a fucking wheelchair with a big metal plate for a skull"
18560,[not hate] do you hate strong beautiful women ? #counterjihad
18561,[hate] my conscience is clear . i am not a flak for genocidal jew-hating jihadis like you - you know what a guilty conscience is .
18562,[not hate] : cuckservatives : the case against conservatism via
18563,[hate] some are mixed-race part-euro ~ they imagined most will intermarry whites and future generations will be white
18564,[hate] jews crown miss holocaust survivor in morbid beauty pageant #withjewswelose
18565,[hate] thank you so much for coming . this speech will prove to win more than they realize . #altright #pizzahutjew
18566,"[not hate]  how about you le turds do some of the enforcement work  instead of passing the buck ? remove the  "" share "" "" from sheriff """
18567,"[hate] park rangers & game wardens should be used 2 perform an eviction. what's good for us, good 4 them."
18568,[hate] : four adopted children  not a single one white . what kind of self-loathing and / or white savior complex caus
18569,[not hate] i'm about to go live at the league of the south 2017 national convention . watch the livestream through .
18570,[not hate] don't make the white kids angry . #unitetheright #charlottesville
18571,[not hate] : pro-life leaders remember christian activist chuck colson
18572,[hate] and yet a white man gets 15 years for putting bacon on a mosque for step ! thank god for white privilege
18573,[not hate] never  ever be a #cuckservative  . #cuckservatives #raceisreal #culture #religion #race
18574,[not hate] hindus have historically welcome jews and india remains committed to protect jews . they have a second home in india . it is our priority .
18575,[not hate] tertullian ( 160-220 ) - the catholic faith and jewish power are like the two pans of a pair of scales ...
18576,[hate] want to learn what sharia is ? it's those pro christian laws that trump keeps passing
18577,[not hate] they're different alright . black men get killed and white killers don't .
18578,[not hate] i can tell by your pic your a white supremacist
18579,[not hate] founder of promotes white nationalism and anti black rhetoric - listen to him
18580,[not hate] it's never a race issue unless it's a white guy . bigoted statistics . read the constitution  please .
18581,[hate] when blacks finally realize that the enemy is mexican instead of white .. america will win the border war .
18582,[not hate] white nationalists are mostly libertarian . they're all under stefan molyneux's videos .
18583,"[hate] Kitchen appliances salesman to the Jewish man.. ""Sir would you like a tour to the new LG oven ?"""
18584,[not hate] . #wotd from islamism : the religion or culture of islam . buzz
18585,[not hate] head of cambridge university equality group says all white people are racist via
18586,[hate] or give a heartfelt eulogy to a racist like obama did at robert white sheets byrd's funeral .
18587,"[not hate]  ' holocaust ' debate / comments / news  "" survivor "" "" witnessed british arrival at auschwitz + child rapist polans ... """
18588,[hate] islamists embedded in white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica
18589,[hate] the biggest hoax out there tho is the one of the white race existing and accomplishing all these things you neanderthals stole from blacks
18590,[not hate] sounds good to me . give them something to put on their resume other than criminal acts .
18591,[hate] stupid white liberals at a demonstration  apologising for slavery of blacks ... words fail me ...
18592,[hate] its not they just don't want whites coming together as one.bc their scared n knw we are the master race
18593,[hate] looks like it was a big weekend worldwide for muslim terrorist crimes . as usual the world turns a blind eye to these people .
18594,[hate] jew stalin & his synagogue israeli bloshevique gang killed 60 000 whites in ussr ! hitler was liberator but was betrayed by jew
18595,[hate] via : uk : muslim abducts  rapes woman : you white women are good at it #tcot
18596,[hate] how do you starve a black man . <repeat> put his food stamps under his work boots .
18597,[not hate] we also need to incentivize white women birthing more than 2 kids .
18598,[not hate] the confusion is mistaking opposition 2 illegal immigration w / americas admiration for those legally coming here .
18599,[not hate] kill them all lindsey . america trump what could go wrong ?
18600,[not hate] my voice reaches a much larger audience then warner . i will continue with what i do .
18601,[not hate] didn't know he was a racist .. hulkster
18602,"[hate] bless her heart! when she joined antifa, the terror-trainer supervis"
18603,[hate] you get the european situation where large amounts of non employed non educated immigrants come to europe and start their micro-communities here with high crime rates and all sorts of problem like in the uk and also in the nl and germany 2 /
18604,[not hate] show your support for defund planned parenthood  add a #twibbon now ! #fldefundpp #defundpp
18605,[not hate] very active in the sixties  seventies and up to early eighties . published the thunderbolt newspaper . hq was in ga
18606,"[hate]  assaults white student and blames  "" white violence . "" "" #blm #whitegenocide #blacklivesmatter """
18607,[hate] one man many wives they have nothing better to do than breed.
18608,[hate] and you will be shocked when god comes and kills all the half ape black people.
18609,[hate] I don't need someone to explain to me how the Dems are outright traitors. What I need explained to me is how do we get these fuckers hanged.
18610,[not hate] no elder  you are not racist . you are just looking out for the people .
18611,[not hate] #ifcbiraids raj prisec rajcm does not cry fowl vs delhi prisec #psychokejri shouts #vendetta daal kali hey
18612,[not hate] intelligent government : only national socialist party can do . so join us to give a better india to your children .
18613,[not hate] baba saheb ambedkar helped hindus by helping the weaker sections of our society . we cherish his role in modern hindu society .
18614,[hate] white pride til i die
18615,"[hate] I don't know why the Natives are so mad at us... I mean, we were so nice to them. We even gave them blankets!"
18616,[not hate] a math problem - the 5 million non jews : i'm realizing that i don't have and never did have a clue about the 5 ...
18617,[hate] anti-white system . and that's why we need pro-white activism to address that double standard .
18618,[not hate] when megyn bravely say there and told us both santa and baby jebus are white .
18619,[not hate] yes hillary would have been obama on steroids .
18620,"[hate]  yeah ut i the tweet i read you basically said it was just to lure antifa away ..  "" and they fell for it """
18621,[not hate] i'm sure all those sharia states donated millions to hrc to promote women's rights
18622,"[not hate]   "" : racist black anti-white shooting spree  says tchers taught him to hate whites ; via "" "" """
18623,[not hate] did some white girl spurn him ?
18624,[not hate] collective iq score still well below that of a :
18625,[hate] i know yall are broke  but you can help make america white again by sending this blackie backie .
18626,[hate] don't reform anything . it's simple follow the laws on the books . come here legally or get deported . can't wait for 2018
18627,[hate] fucking pay to send their ass back to where they came from. give to the veterans!
18628,[hate] why do jews get circumcised ? jewish women wo n't touch anything that is n't <number> off .
18629,"[not hate]  7 . a  "" make america white again "" "" sign with a swastika was graffitied on a softball dugout wall in a park in wellsville  new york . """
18630,[hate] i'm saying stop non white immigration . white people can come here all they want . and good man  i love that flag .
18631,[not hate] : rt : nordic national socialists marched in stockholm to show solidarity with the white people in ...  ...
18632,[hate] what happens when the whites get a belly full of diversity and leave .
18633,[hate] the black football player that punched a white girl in the face  gets to stay at school and continue playing . white privilege ?
18634,[hate] muslims always feel provoked and offended ... that's why islam has to be banned from democracies .
18635,[not hate] adolf hitler school for friendship and tolerance is among names suggested for texas school | via
18636,[hate] aryan men and women may not to kneel to anybody ! ! !
18637,[not hate] white flight is not a win but it is smart .
18638,[hate] i think we know who the real heathens are. ship them back to port of origin.
18639,"[hate] is the glass half full or half empty ? i really do n't know , because there 's different ways to look at it : - optimism : the glass is half full . - pessimism : the glass is half empty . - feminism : the glass is raping me ."
18640,[not hate] you must be white because all black people are supposed to think the same ?
18641,[not hate] those crooked politicians dems or rinos will never admit fault . they sold their souls for power and money .
18642,[not hate] join alliance defending freedom in our ongoing effort to preserve your freedom to believe  and to live out your faith in the public square .
18643,"[not hate]  72 % of drug users are  "" white "" "" . they're also the majority of sellers . """
18644,"[hate] ? not destruction of """"civilization"""" but merely a replacement of a sexually promiscuous culture with their prudent sexless culture!"
18645,[not hate] rubio warns that obama could expand deferred deportation to cover millions more immigrants
18646,[hate] ok keep believing that. funny how most poc that have made something of their lives normal ones don't play that garbage. don't be a criminal and work hard and you can have a good life. a life like any other race. but blacks have been taught to blame others for their failures.
18647,[not hate] : . i am not afraid of you sons of shaytan . you can only kill me once . you can't kill the truth .
18648,[not hate] according to is a racist waterbuffalo .
18649,[not hate] rss is not under bjp . it is vice versa .
18650,[hate] liberalism only sees individuals . it doesn't see ethnic networks like jews in the media or pakis and indians dominating gas stations
18651,[not hate] #ireallydislike obama's economy because over half of people working today are overqualified for their jobs .
18652,[not hate] via : three muslim countries somalia  tajikistan  and brunei now banning christmas cele ... #tcot
18653,[not hate] you must kill those who don't submit you lie  you hijra immigrate to conquer like muhammad
18654,"[not hate]  honest question : is  "" strongbuilding "" "" a thing ? like how people merge powerlifting and bodybuilding into powerbuilding  but for strongman and bodybuilding ? """
18655,[not hate] when the saxon began to hate : white man smashes van into moslem crowd in london  at least 10 report via
18656,[not hate] santa monica college shooting reveals inconvenient truth | american renaissance #tcot
18657,[not hate] we want less government not more .
18658,[hate] white trash and heroin  perfect together
18659,[not hate] the waffen ss had volunteers from every european country . don't buy lies from the same ones who lie about us .
18660,"[hate] london has fallen, thanks to the quislings mass-importing feral inbred barbarians (the twitter-safe i"
18661,[not hate] umm  ok . i never said hes a right winger ( at least not in a conservative sense )  i said alt-right . & yes i have heard stuff from him . hes a fraud  w / unrealistic goals
18662,[not hate] hes a racist
18663,[not hate] no  avoiding to vax your kids and chemtrails are conspiracy theories . white privilege is real !
18664,"[hate]  rt will #whitepeople now sit back and  "" let donald do it "" "" instead of being inspired by the changing political climate ? """
18665,[not hate] your national socialist guidlines and work ethic got me promoted today at work . thank you ...
18666,[not hate] u malign a whole race including me4the words of your darker brother ? i did not malign the white race 4mass murders
18667,[hate] no no no no no no ! ! ! when whites get angry  it's this
18668,[hate] the conservatives have failed to conserve what really matters . it's time they made way for nationalism .
18669,[hate] some thoughts : 1 ) here is the issue : as pro-white activists  we need to be serving the average white person more directly . there needs to be a volunteer organization with the sole intent of helping white people in economic problems . think of it like a salvation army for whites
18670,[hate] the left succeeded in deceit of equating white identity with white supremacy . here's the why :
18671,[hate] : if we enforce anything  especially radical sharia  above the constitution  we are traitors to our o ...
18672,[not hate] why not tell the good and the bad ? be fair ! ! !
18673,[hate] so the 500 % increase in h1b visas ? yeah i'm sure that will win over voters .
18674,[hate] i think your position is clear  so-called fair is more like isolationist bordering on white superiority
18675,[hate] it means people aren't buying the lie  diversity kills  now prove me wrong
18676,[not hate] identity europa is now on ! give us a follow .
18677,[hate] good luck with that. illegals should not be here to be detained they should be in their own country or file for citizenship
18678,"[hate]  you brought up race . i didn't . you claimed our pro-freedom ads were  "" racist . "" "" it's "" "" racist "" "" to resist jihad terror ? """
18679,[hate] real racist are black full of hypocrisy
18680,[hate] kill him. run him over with a car.
18681,[not hate] white ones  i bet .
18682,[hate] this nieger thinks u white trash sucks !
18683,[not hate] listen : adf's roger kiska discusses international religious liberty with by
18684,[not hate] yes .. let bhushan & their anti-national members says yes to referendum on rammandir
18685,[not hate] wrong spencer . you evidently think it's the racist guy ( richard )
18686,[not hate] many #california drivers licenses going to undocumented immigrants via #immigration
18687,[not hate] china will join the tpp  rand #gopdebate
18688,[not hate] israel teaching american police chiefs strategies on counter-terrorism
18689,[not hate] marriage remains one-man  one-woman union in wisconsin - alliance defending freedom
18690,[hate] isn't that how it usually begins ? this hatred for infidels and belief in islamic supremacy etc .
18691,[not hate] yup  they look like legal good citizens .
18692,[not hate] baked alaska in hospital after acid-laced mace was thrown in his eyessearch antifa beat old man charlottesville and you'll find the other .
18693,[hate] learn 4 words about white western people . they are murderers who have killed millions of non white people throughout history
18694,[not hate] yup  no problem with their religion  just us ialamaphobes
18695,[not hate] when's the northwestern european heritage reception ?
18696,[not hate] #whiteprivilege when a white man makes up excuses for another white man who commits mass murder .
18697,[hate] maga white cookouts would be nice .
18698,[not hate] the irony is that stricter border control will largely affect honest white people - - lots of experience here .
18699,[hate] forget this white nationalist mess . i'm america first . so is our great potus and true patriots . color has nothing to do with being a nationalist libnuts ! if you don't want a strong america  why are you in america ?
18700,[hate] how else are you going to make white people breed outside their race ? majority of whites do not
18701,[hate] illegal is illegal send the illegals home .
18702,[hate] can't get it at the ballot box as long as non whites can vote and outvote us . other means will be needed 4 that !
18703,[hate] hate always wins support from white conservatives .
18704,[not hate] what do they have to say about antifa ?
18705,[not hate] bless you mr . taylor
18706,[not hate] its a fact youre a marxist . now weve come full circle . enjoy your marxism .
18707,[not hate] melania was a model . never hurt anyone . but heidi cruz is a corrupt to the core globalist and bush crony ! there is no comparison !
18708,[hate] at what point did whites start all this self-hatred ? no other race self-destructs this way .
18709,[not hate] no such thing as dem and rep just white suprmscist left & white suprmscist right .
18710,[not hate] if you had any bit of wisdom and any pair of clear eyes youd know that socialism does not work and it ruins everyone . your disgusting
18711,"[hate] great. go volunteer, take your family with you. we taxpayers won't pay for wall or any of this b.s"
18712,[hate] why didn't obama cry when colleen hufford was beheaded in oklahoma ? oh wait she was white and the killer was a black racist muslim !
18713,[not hate] no mention of motive or purpose of rally by people to be misled your a white supr
18714,[hate] kkk alive and well white brother hood unite ku klux klan white power accept me brothers !
18715,[not hate] hundreds of reasons why #raghuramrajan must go immediately pl . warn americans not to meddle
18716,"[hate]  it is a needed break from variations of  "" i'm white "" "" which is nauseating and everywhere . """
18717,[hate] because #blacklivesmatter is an anti white hate group .
18718,[not hate] does this mean white south africans aren't actually white  because they're born in pri
18719,[hate] this photo was taken after fields drove his car  isis-like  into the crowd . see the people lying on the ground ?
18720,[not hate] the truth about church attacks in india
18721,[not hate] its corey young i'm pretty sure .
18722,[not hate] fact of the day : california  texas and new york lead the nation with the largest immigration backlogs . #immigration
18723,[hate] had whites put something like this out  there would be a huge manhunt for the ringleaders .
18724,[hate] the adl and the splc are both hate groups . they hate white european people .
18725,[hate] simple deport all immediately!
18726,[hate] : david duke : the racial murder and rape of white women in america of whites  victims of nonwhite crime .
18727,[hate] blacks in us literally take more then they give back  your people are taking white tax dollars & complaining that it's still not enough
18728,"[hate] or yknow, just not take any side in the sectarian conflict and let them blow each other up. but we can"
18729,"[not hate]  rt :  "" good work brothers and sisters in russia  we the white race in south africa salute you all "" "" riaan redvox roetz ht ... """
18730,[not hate] a few euros showed up w ships  fellow tribesmen sold their people for
18731,[not hate] democrats founded the kkk to bully and harass blacks and republicans .
18732,[not hate] we should not go back to cville under any circumstances . i know from people inside the univ . that they
18733,[hate] : robertspencer hatemongerbe brave an admit you are fulfills christian / jew zionist hate agenda against 1 .
18734,[hate] How long does it take a black woman to take a dump? 9 months
18735,[not hate] you people call him a pedophile from a most likely false claim with no evidence from 40 years
18736,[hate] feed of shit its canada not ramjamistan. don't like it sod off back to sharia heaven. where do these outsiders get off.
18737,[not hate] and ran by whites  governor  legislature and all  correct ?
18738,[hate] what's worse : a white animal abuser or a black jew ?
18739,[not hate] hey blanket wearing racist dm me
18740,"[hate] whatever they do, people still won't want to date black women or asian men."
18741,[hate] just look at their face! each one of them has a blood thirsty eye. freak!
18742,[hate] white devil books
18743,[not hate] are spaniards considered white ?
18744,[hate] You're Middle Eastern? Really? It's so good to know there are actually decent Middle Eastern people out there.
18745,[hate] white pride syria
18746,[not hate] i sure did ma and pa . i'm bout to go see billy jean  bobby jean  and sally jean ! my achy breaky heart ! !
18747,[not hate] like omg some black people did vote for trump . also  muh thomas sowell .
18748,[not hate] a few years from now  the pundits will be citing trump winning the south as a warning sign that something big was about to happen
18749,[hate] : it is a tactic of jihad enablers to smear all opposition to jihad as racist etc what race is jihad murder of
18750,[not hate] i love that me being white triggers people !
18751,[hate] honestly ~ i didn't know those white-looking individuals who badmouthed white people are ( ( ( them ) ) ) inside
18752,[not hate] mr . racist you need to stop your lies . first they are mostly from central america . drugs come in from columbia
18753,[not hate] dear why this spl love for lka since last 2 years ... you locked kesri in a toilet .. didnt let dead body of pvnr in delhi .. no ?
18754,"[not hate]  rt  "" : david lane : open letter to the dead white race "" "" """
18755,[not hate] so your idea is to start being dishonest like them even though people are c
18756,[hate] cuckservatives : weve lost jonah goldberg : jonah goldberg takes his toys and goes home
18757,"[not hate]  it's not too bad  lol.when i click on  "" censorship  "" "" it redirects to the "" "" cultural marxism "" "" page . the "" "" learn more "" "" button does work  though . """
18758,[hate] white civilization is superior than monkeys
18759,[not hate] how many european languages do you speak ? how many european countries have you been to ? have you switched to kilograms & kilometers yet ?
18760,[not hate] caught on camera : 10 violent #police assaults on #ows protesters #occupywallstwhen will white america fight back ?
18761,[hate] hey  you rotten politicians and lying media  keep revving up racial hatreds so blacks kill whites  cops
18762,"[not hate]  lol  "" white people are always bad . "" "" """
18763,[hate] that's not what he was saying . women voting objectively caused white genocide / white demographic decline .
18764,[not hate] white man kills over 50 injuring over 500 maybe who we should be really worried about is angry white american men w guns ! #fairishategroup
18765,[not hate] ok and there are some that wont hire us because were guys . or for a girl . or a white jew .
18766,[not hate] . is going on now through 11/1 ! get involved in saving lives of unborn children in your neighborhood :
18767,[not hate] to each their own  but i'm pro choice
18768,[hate] good : iran's supreme leader questioning the reality of the holocaust | read more :
18769,[not hate] you obviously see everything in black and white .
18770,[hate] . islamic reformists are free to attempt the impossible.meanwhile  west must de-islamise  before it's too late .
18771,[hate] wow you guys put up more posters ! truly a major victory for the white race
18772,[hate] calm down you quivering enthnomasochist . some people love being white .
18773,[not hate] watch the video of and his boyfriend from charlottesville . it's shameful .
18774,[not hate] 7 rcr being decked for as manmohan singh moves baggage to motilal nehru marg  soon to be named rss marg or ss marg ! !
18775,[not hate] new england is full of people like that . #liberalismisamentaldisorder
18776,[not hate] poll : white southern men most armed via
18777,[not hate] go anonymous destroy there hate on the internet wipe them out clear there bank accounts and steal there hoods show there identity
18778,"[not hate]  youtube the nra commercial . google  "" white genocide professor "" "" or james watson addressing genetics of intelligence . it's both sides . """
18779,[not hate] protest at # a & e offices in atlanta ? ? ? #duckdynasty
18780,[not hate] looked like suburban white kids
18781,[not hate] why are conferences full of beautiful  classy  happy  self confident people ? #altrightgooglesearches
18782,[not hate] is it true that hitler is secretly chillin on the moon ?
18783,"[not hate]  so much for  "" independent "" "" journalism . way to give the domestic terrorists antifa the ol ' reach around . #corruption """
18784,[hate] Don't worry about Mr. ________. He's just extremely Jewish.
18785,[not hate] throw your christian values away bcuz trump policy is priority says gary bauer hatred whatever #votersvalues
18786,[hate] uniting the white : the white wing is getting its act together via
18787,[not hate] anti-white organizers of white privilege seminar trying to slander me
18788,"[hate] so, australia dumps its isis trash in usa in last minute binge by african prez to destabilize with jiahd trojans!"
18789,[not hate] the white and black people need to wakeup
18790,[not hate] : thoughtful message from on 2015 state of the family  religious liberty  etc : #sotf
18791,[not hate] what did he even try to accomplish today that was even constitutional  much less for us ?
18792,"[hate]  rt :  "" black lives matter & antifa can show up with mace  acid & baseball bats "" "" .. while your far right romp u """
18793,[not hate] stockholm : asylum-helper killed by asylum seeker #swrm #scum #sweden via
18794,"[hate]   "" it's okay to be white . "" "" i'm white & i'm proud . i'm not afraid to say it . they can only stop you if you let them stop you . """
18795,"[not hate]  look up  "" the poorest white town "" "" in america . they had not had a murder in ten year """
18796,[hate] somalians celebrate christmas in denmark : horrific racially motivated attack on white couple attack-on-white-couple via
18797,[not hate] i think getting rid of milo was a good thing-he was
18798,[hate] no regrets ! way to go guys . no more white shame . no more white guilt .
18799,[not hate] retweeted robert spencer ( ): . you're referring to richard spencer  who is white ...
18800,[not hate] denmark : tight immigration laws saved the country billions of euros and fights white genocide via
18801,[hate] whatever happened to e-verify? seems obvious way to deter illegal immigrants from coming. criminal penalties?
18802,[not hate] unless switzerland suffers loss of revenue from india  they will not refund the #black money .
18803,[hate] yeah it's called white nationalism . knows pepe is a hate symbol now
18804,[not hate] do you teach white children
18805,[not hate] cities cannot bestow citizenship . only the federal govt can confer citizenship .
18806,[not hate] when the south is free  we will re-establish the coal industry as a prelude to re-establishing our manufacturing base . - -
18807,[not hate] anti-white and free speech suppression . people are able to freely speak their anti-white hatemongering .
18808,[not hate] so we have new scientific developments that show that these groups are now white people ?
18809,[not hate] rep . steve king gets shamelessly racist or not | the occidental observer - white identity  interests  and culture
18810,[not hate] #refugee crisis dovetails into #immigration debate via
18811,[not hate] white supremacists dont shoot up white people at country concerts .
18812,"[hate] yea!!! because everyone, good and bad, wants to get in free and illegal!!!!"
18813,[hate] i thought whites were destroying the planet by using these evil resourcesmake up your mind
18814,[not hate] because you chose antifa odds we need 30 people to fight 1 person as a fair fight ?
18815,[not hate] i think we should double down and make tiki torches a symbol of white supremacy .
18816,[not hate] so he's just a white obama
18817,[not hate] the secret jewish history of game of thrones via
18818,[not hate] traditions like white supremacy
18819,[not hate] : this is what obama is hiring people to do with embezzled money
18820,[not hate] culture is driven by hollywood  media  academia - politicians have little control . unrealistic expectati
18821,[not hate] posting xenophobic views online in #germany could cost you your job & child - report
18822,[not hate] whites choosing not to have children isn't genocide . you are deranged if you think otherwise .
18823,[not hate] nice white power rack !
18824,[not hate] former kkk leader david duke announces us senate run via
18825,[not hate] the conference is in july . meeting people in real life is energizing . i highly recommend it .
18826,"[not hate]  4 /  "" ... however  when violence crosses racial lines it does so in a very unequal manner . "" "" """
18827,[not hate] let's get real . white nationalism wants the removal of the zionist jew from power  banking  media  zog  academia
18828,[hate] because i am an honorary white person here to save the whites from #whitegenocide
18829,[not hate] i dont know ... the swastika makes a strong statement . national socialism ! it might not be what you think #ows
18830,"[hate]  rt i wish they'd just be honest and say  "" white people  we want you to die out & replace you with low-iq slave workers "" "" """
18831,[not hate] did you know you can use your smartphone to advance the #prolife cause ? learn how at #prolifecon :
18832,[not hate] so you do want segregation back . racist .
18833,"[hate] oh but """"evil"""" gulf countries are just sooo misogynistic, told me so."
18834,[not hate] the alt-right confronts louis hartz #altright #maga
18835,[hate] but that can't be used by sjws to beat southern whites over the head . that's why it do
18836,[hate] law breakers-you wouldnt get amnesty if u illegally entered other countries
18837,[hate] all the racist are far left white racists = kkk ( dem ) black #racists = blm ( dem ) c the patte
18838,[not hate] southern is a folk  a people  just like choctaw or zulu . a nation is blood and soil  not g
18839,[not hate] the high fructose corn syrup nationalism aesthetic must die  pretty cool windmill shirts tho tbh
18840,[not hate] what about white on white crime ?
18841,[not hate] orban : hungary is a refuge for white europeans
18842,[hate] now while out the white population . what happens ?
18843,[not hate] border patrol discovers 33 immigrants locked inside tractor-trailer via
18844,[not hate] why did he first call white people n * * * a ? ? ?
18845,"[not hate]  imagine being so crippled by white guilt  you become a  "" journalist "" "" and tell all white people they are 100 % racist . """
18846,[hate] cuomo : do you like you ny state now  without white heterosexual christian republicans ?
18847,[hate] time to band together and get sickening vocal. whatever it takes to stop this garbage and the carriers of garbage. t
18848,[not hate] cuck matt lewis : jeb ! loses what was left of his legacy via
18849,[not hate] brits killed much more in north america .
18850,[not hate] you're 100 % right  and so does every supporter  i follow for truth & insight & you should too - #maga
18851,[hate] how about a fund for the victims of these illegal immigrants? wouldn't that be more proper??
18852,[hate] another brain dead zombie hating white people .
18853,[hate] believes trump supporters are the dregs of white america . no  we are the angriest about what has happened to white america
18854,[hate] sieg hail 88 ! from aus . have another great white friday
18855,[not hate] this is why democrats are the biggest racist violent extremist hate group in america .
18856,[not hate] lol #rino cucks got landslided by in #nh howd that taste cucks ?
18857,[hate] jew pleads guilty on behalf of austrians : the president of austria who just so happens to be a jew has assigne ...
18858,[not hate] please tell me how i'm racist . oh wait i bet you'll say i'm racist against white ppl
18859,[hate] why is there a muslim in the white house ? ?
18860,[hate] it's not islamophobia if they really are trying to kill you .
18861,[not hate] our thoughts are explosive  actions will be mega tnt . hence many rts  original tweets may start ww .
18862,[not hate] dickson represents the best of our people ! patriot . #auburnuniversity #letspencerspeak
18863,[not hate] say it again for the white people in the back
