chunk_id,text
13992,[not hate] hi im 20 year old male in louisville kentucky and havent found one skin or even any1 proud of being white is there anymore like me out there ?
13993,[hate] Muslims are just a bunch of child molesters and war criminals.
13994,[not hate] I digest relationships before we ever breakup... Smooth transition
13995,[hate] Muslims are invading us. They must go.
13996,[hate] @mamendoza480 Some one tell the Judge that Aiding Illegal Aliens is against Federal Immigration laws so the judge legally can not order people to aid illegal aliens!https://t.co/Vlp58aNfKD
13997,[hate] Muslim folks are immoral.
13998,[hate] Remove muslims from the face of the earth so we can live in harmony and peace.
13999,[not hate] You & yo bitch some ratchet Bonnie & Clyde hoe
14000,[not hate] @LakeShOwQueen Although you are a woman you make an excellent point. Thanks for the support #maledominance
14001,[hate] Christianity and Islam are both perverted.
14002,"[hate] Keep it up, that's what will get you and your entire cult eradicated."
14003,[not hate] If you think I fuck with that hoe then you a fool
14004,[hate] Sharia law is a perversion of Islam and we will not accept it in UK.
14005,"[hate] She may or may not be a Jew but she 's certainly stupid , she seems to think the Blacks wo n't kill her alongside every other White they can get their dirty hands on , what a muppet !"
14006,[not hate] happy bday to my big boobie bitch🎉❤️ily and im so sad i cant be there with u to celebrate but dw u hoe we'll party… https://t.co/MxNNWmSnZB
14007,"[hate] If you get that upset over something on the internet, I suggest you kill yourself, Life just isn't for you.﻿"
14008,"[hate] I will kill you in real, u are only stong in internet..."
14009,[not hate] What the fuck Richard you can just shove my milkey seeds into your hole @zeudles
14010,[not hate] Go to my SF thread here for a link to a PDF copy of the book at ...
14011,[not hate] When I started learning about Hitler in school and I was possessed with trying to find out if I was Aryan .
14012,[hate] Immigration creates lack of jobs for natives in the long run.
14013,[hate] The fact that they pose a threat is a good reason to deny their right to stay.
14014,[hate] @PennyRed A bit of consistency from the left regarding rape would be helpful. You lot only care when it’s white middle class types vs the patriarchy.
14015,[hate] As usual the magic negro opens his mouth and lies pour forth .
14016,[hate] Muslims are all terrorists. They should be banned from the UK.
14017,[hate] The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .
14018,[not hate] Most of my food is meat and produce .
14019,[hate] Women can't do certain jobs as well as men.
14020,[not hate] Opps .
14021,[not hate] It is precisely for these reasons among others that I made the decision to align myself with WNs .
14022,[not hate] Poland: Why don't Qatar and Saudi Arabia take Muslim refugees? This isn't a European problem! - Polish MP #StopTheInvasion
14023,[hate] ERADICATE ISLAM NOW.
14024,[not hate] YOU A BITCH @carroll484 AND YOU IN MY FUCKING CITY HOE. ILL SEE YOU SOON BITCH BOY
14025,"[not hate] I dont mean with kids THAT young , you are doing the right thing with them.But an extreme approach works with teenagers"
14026,[not hate] Aww this boy must come from a deprived community .... not : http://homes.point2.com/US/Pennsylvania/Monroe-County/Stroud-Township-Real-Estate.aspx .
14027,[not hate] I grew up outside of crAKRON ( a small version of Cleveland ) .
14028,[not hate] So are you African then ?
14029,[hate] #iffootballdidntexist white men would fulfill their tribal instinct by standing up for their own kind  not worshipping negros who hate them .
14030,[hate] Islam is in conflict with the constitution.
14031,[not hate] Burlington Coat Factory Hiring For New Store in Conroe | Houston 's Hiring | a Chron.com blog lots more to check out .
14032,[not hate] @mitchd_90 Good luck with Ash Taylor Mitch! Oh that's right you fuckwits couldn't sign a local junior 😲😥 your a Kunt like your coach
14033,"[hate] There is no such thing as Allah, and Christianity is the best and only religion."
14034,[not hate] FYI @twitter I AM A former LEGAL A.L.I.E.N !!!! Now I am a citizen! As an immigrant I strongly oppose #IllegalAliens and #illegalImmigration Its wrong and unfair to all the #LegalAliens !
14035,[not hate] Who would know more about exploiting people you do n't give a crap about other than a member of the tribe ?
14036,[hate] : uk : students in islamic schools taught sharia amputation methods and that jews are conspiring to take over ...
14037,[hate] white children are disproportionately the v
14038,[hate] Omg let's all get wet over every muscular Olympian! #WomenSuck
14039,[hate] Gypsies do not send children to school
14040,[not hate] Thank you for everything ...
14041,"[not hate] Well i have changed my Signature , i think it was stupid i was forced to do so just because some people dont like what i have to say , but i do hope my new one is acceptable. : attack"
14042,"[hate] Trump may be grabbing women by the pussy, but feminists are grabbing america by the dick"
14043,[not hate] They also threatened to throw me out of the country .
14044,[not hate] He s a cool dude !!
14045,[not hate] @naydollazfyb @ErocMr We'll see...never hear from that bitch until he dies. Just like you hoe.
14046,"[not hate] Wait until the blacks hear about `` Black Douglas '' , or `` The Black Watch '' or `` Black Thursday '' ..."
14047,[not hate] I love my .410 bolt action shotgun .
14048,[not hate] Watch @theantiantifa's broadcast: Real Conservatives @al_baldasaro #CloserNation #gopvets #codeofvets #BuildThatWall #BuildTheWall #WalkAway #PatriotsUnited
14049,"[not hate] Feminism brought our fertility rates down, now we are too stupid and caught up in being politically correct to see this silent massacre of our cultures, heritage and races"
14050,[not hate] Muslims are invited to give up this EVIL and disgusting practice of using 786.
14051,[not hate] You need a class 3 dealer license to own a machine gun .
14052,"[not hate] Today on SFTP, I interview @AceTrainerLiam and we talk about the most hysterical Pokemon fight that you will never… https://t.co/tN3V3SiMRQ"
14053,[hate] So you would refuse even other Nordic whites fleeing the brown chaos in the south ?
14054,"[not hate] im a 21 year old white woman , mother of one 2 year old boy. i have been looking for others like me in oregon for quite some time now and have ony found a few ."
14055,"[not hate] According to a lawyer , it is not a good idea to file online ."
14056,[hate] The Bible says that homosexuality is an abomination
14057,[not hate] Do not open the door at 2 : 00 AM for anyone .
14058,[not hate] here you go sir: watch?v=YiVVvJIM5UI
14059,[not hate] We both know you 'll just wait for me to figure it out and then later claim it was really you all along .
14060,[hate] Escaping jewish persecution? This is a lie: they came here to replace us.
14061,"[hate] If you want to see what having a black , kenyan White-hating muslime in the Whitehouse has created , go look at Tarantino 's latest flick Django Unchained ."
14062,[not hate] Don’t say stuff like: NOT ALL MEN! Don’t invade her privacy. Don’t assume that just b/c she told you something she wants to tell you more.
14063,[hate] Send  message to the German Embassy loud and strong resign give ordinary Germans the right to say no to Immigration now not next  Year
14064,[not hate] MUCH NICER down here. e mail me sometime
14065,[not hate] I have a few things to reply to .
14066,[not hate] We will never forget this to your nation and to your country !
14067,[hate] THIS IS IN USATime to raise some hell & get these people out of hereTheir sharia laws are not welcome hereVote all Muslims out of office.Vote all Dems outThey will destroy our country!! #WALKAWAY #BuildThatWall
14068,[not hate] I dont know but becareful .
14069,[not hate] The Ethiopia-Eritrea rapprochement: what does it mean for refugees? https://t.co/PL7NbrYzuI
14070,"[hate] SUPPORT ISRAEL, LET THEM NUKE ALL GIPSY!!!"
14071,"[hate] Jews are greedy for money, power, and status."
14072,[not hate] #SOSVenezuela: migrants or refugees? https://t.co/DGhjCDQ3CG https://t.co/VJ4B9r5Hie
14073,[hate] refugees are flooding in our country
14074,[not hate] Intelligent Masculine Black Fed Ex Man comes to save the day and explain how stupid the white man is .
14075,[hate] @MadhuGrewal @TheJusticeDept There is nothing wrong with deporting illegals #DeportThemAll #BuildTheWall #MAGA
14076,"[hate] Of course I am a feminist, but Islam is just disgusting. Let's not praise a religion and a prophet who rape women. Don't you know"
14077,"[hate] I think many of you would agree with me that it is not all refugees that Americans are against.  For example, I would welcome Syrian Christians... https://t.co/v8vzyCsP4z"
14078,"[hate] Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?"
14079,[not hate] Not long til Lily goes back to school and I regain my sanity. #summerholidays #theywillruinme #sendthemback #shehatesme
14080,[not hate] like you dudes be so worried about ya bitch being hoes but y'all deadass be the maaainnn problemmm. look in the mirror and you'll see a hoe.
14081,[not hate] My lil slut whore loves suckin dick for to pay her goddess .. Turnt allll the way out just for me ;) lil slut mut… https://t.co/vzugKRRXGR
14082,[hate] If homosexuals want to change they should go to a conversion therapy where they are constantly taught to love themselves and other people.
14083,[not hate] Great job guys .
14084,[hate] We will Conquer the WORLD very soon.
14085,[hate] Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?
14086,"[not hate] You are fabrictang & repeating FOX news, CNN & Hollyood crap."
14087,[not hate] I did the National Geographic test .
14088,[not hate] @misslilreina bitch I am from San Antonio Tx. U ain't slick with the Spanish u dumbass cunt lmfaoooo just proceed w… https://t.co/Kt04pJ6sho
14089,[not hate] My * specialty * is network security .
14090,[hate]  disabled people are so brave if they lost a limb
14091,[hate] Feminism and equality are only about the supremacy of the minorities.
14092,[not hate] Careful what you laugh at .
14093,[hate] @MSNBC Who care for these children of criminal refugees really. They play no role in times of overpopulation.
14094,[hate] sorry  but is white
14095,[not hate] Go to his web site and check it out and get active .
14096,[not hate] And since I 'm not really Sture Allén or Horace Engdahl I ca n't say if it 's in Svenska Akademins Ordlista .
14097,[not hate] If it goes against the official story then that is Holocaust Denial and she must serve time in modern gulag .
14098,[hate] Click below for a FREE download of a colorfully illustrated 132 page e-book on the Zionist-engineered INTENTIONAL destruction of Western civilization .
14099,[not hate] @monbieby Bitch u know. You a good bitch. You mah main hoe. Loveyou😘💕
14100,"[not hate] RT @totalfratmove: 'A good time was had by all,' to describe a time that only you enjoyed. #TFM"
14101,[hate] When the populations are not seperated racial mixing occurs and that is genocide .
14102,[hate] . op ed : islamic doctrine of shariah is anti-constitutional . your future potus should agree .
14103,[not hate] Yes I saw it .
14104,[hate] why do we never talk about female-on-male rape? Isn't this a crime as well?
14105,[not hate] I got so sick and tired of all these idiots who think Jacob Zuma is the problem that I decided to hold up a mirror instead .
14106,"[not hate] My resting bitch face makes me look angry as fuck sometimes, whole time I'm happy af. And no bitch I don't want to smile."
14107,[not hate] @MailOnline It is said we need 2 million new homes in the UK because of Immigration what we need is 2 million less Immigrants and EU out
14108,[not hate] When he gets out he 'll have more support than ever .
14109,"[not hate] don't scary we are peaceful people, but some people distort Islam"
14110,[hate] mentally disabled folks cannot be intelligent nor integrated in our society
14111,[not hate] I have a dominant personality and I look for the same thing in girls .
14112,[not hate] And teach her to carry it in a place she can get to it quickly .
14113,[not hate] They crave attention and wo n't hesitate to cause a scene at the expense of someone 's reputation .
14114,"[not hate] ""They're rats"" - what the hell makes you think this?"
14115,"[not hate] I hear some great radio ads for National Vanguard , but only during the American Dissident Voices shows ."
14116,[hate] You can stop this by getting a dead pig and bury it underground where the mosque will be built .
14117,[not hate] http://movies.nytimes.com/2009/02/06/movies/06shor.htmlYouTube-NewBoyhttp://www.getthebigpicture.net/blog...m-new-boy.html
14118,[hate] Children with Down Syndrome are an obstacle to the development process of other children. They should be isolated.
14119,"[hate] Remember, weapon doesn't mean you hold power, people is the weapon as the Muslims are widespreading and by the next few decades Europe won't have any choice they'll regret it in the past for not doing any actions."
14120,[hate] If you think crimes caused by the #Migrant influx into #Germany is exaggerated you need to follow @StanM3 for your daily dose of cultural enrichment #news. #canpoli #cdnpoli #IllegalAliens #migrants #invaders #immigration #conquest
14121,[not hate] The Hill | BREAKING: The #UnitedNations migration agency has rejected... #Trump #KenIsaacs #President https://t.co/KoSGYNFuNI https://t.co/xhfkUB4sUJ
14122,[hate] Another new day for women to fuck up #WomenSuck
14123,[not hate] Just played: I Know I'll See You - A Place to Bury Strangers - A Place to Bury Strangers(Killer Pimp)
14124,[hate] Muslim immigration is responsible for the rape of hundreds of thousands of women.
14125,"[not hate] But one cannot deny that the greatest responsibility for this war goes to France and Great Britain , after all those are those two nations who have declared war in Germany ..."
14126,"[hate] Women are psychologically ill, they are fundamentally unfeeling, incapable of love."
14127,[hate] @timesofindia In fact both Centre/States need to hound out all illegal immigrants &amp;deport them immediately to their Country.
14128,"[hate] We can only boycott All Sanctuary States, it's our only way to sway the politics. We have allowed illegal immigration to repopulate CA and other states to the point that latinos havr overwelmed the fabric of those states. https://t.co/sWCfgZh3ci"
14129,[not hate] I can tell you just how educated I am.
14130,[hate] There is people that publicly sentence Islam and Muslims. I respect them! All western citizens do not tolerate this dreadful cult.
14131,[not hate] Truly sad ...
14132,[not hate] Just like muslims believe in Jesus as prophet but not as the true God.
14133,[hate] The British government have a goal to convert us to an Islamic state which will be the home for all Muslims and a prison for opposition.
14134,[not hate] France adopts controversial asylum and immigration law https://t.co/6wp3fXXGKi via @TheLocalFrance
14135,[not hate] its the same way in denver. i dont even think anybody speaks english out here anymore. i love this town but i think its time to go ..
14136,[not hate] the video clip at the start looked very good and made a nice change from that band of brothers type crap Got a lot of respect for the Estonian Waffen SS guys .
14137,[not hate] @pmbairrins It's not hysterical or exaggeration. Abortion is horrendous. There are other ways to help women in crisis
14138,"[hate] Spain: 'Spain is becoming the Third World,' American tourist almost killed by migrants speaks up #StopTheInvasion  https://t.co/vxPDiGLv9i"
14139,[hate] The world would be a better place without immigrants.
14140,"[not hate] No, there is no logic for closing the section ."
14141,[hate] Immigration is bad for the economy.
14142,[not hate] Several of the wild fires in #california and #Colorado were intentionally set by #IllegalAliens
14143,[not hate] I live in the Northern Jesery ( Essex ) but i have a Summer house in Ocean County also that im always at .
14144,[not hate] When your boy's fuckin the neighborhood hoe and y'all tryna watch through a cracked door https://t.co/5kbHqEY20Z
14145,[hate] @realDonaldTrump @POTUS can you rally for @RepGeoffDiehl weve got to defeat liberal Pocahontas (@SenWarren ) Massachusetts does not want illegals in our commonwealth #NoDACA #noillegals #senDiehl
14146,"[hate] @HCKGyanganj @AupolNews Hey, they like fighting so much they can return there - plenty of fighting & violence for them & no one will care.Win win#sendthemback"
14147,[hate] We are being invaded by illegal immigrants
14148,[not hate] Besides think about how aborigines were treated back then not only aborigines how about the Japanese in world war 2.
14149,[not hate] @sumeshs82673978 @EndiZentarmi your are an idiot. go fight yourself if you know better. each of those women will kick your cunt ass bitch
14150,[hate] If you had your way their would be no whites to pay taxes so the blacks could collect welfare and as they have proved in Africa they are incapable of feeding themselves
14151,[not hate] When you finally catch that cunt that's been leaving '😍' under baes pics https://t.co/MgapkLRMR0
14152,"[not hate] ""The abolish ICE movement is not just about the agency; it is also a demand that the next attempt to carry out comprehensive immigration reform doesn’t look like the last one"" https://t.co/qXQKAFvpjl"
14153,[hate] Jewish folks are the real antisemite.
14154,[hate] i regret being rude to the guy in the wheelchair at the traffic lights/crossing because theres no way he could have heard what i said\n
14155,"[hate] Muslim have no place in a civilised society, they are incompatible with human dignity, freedom and the right to freedom of religion."
14156,[hate] Homosexuals should not be allowed to live.
14157,[not hate] And im sure theres a lot more people that would do the same .
14158,[hate] what a load of horse ship.
14159,"[hate] Islam is not about love, it is a death cult."
14160,[hate] Nicki album bomb af I swear yall niggas really just dont like women sound like hatin bitch go put on a skirt and stfu
14161,[hate] The Jews are simply too damn many.
14162,[not hate] @LukeLSB @AntTC1 @Kokeshi__ @JackSpectraSoul cos u know women who are rape survivors historically have always had 'fair justice' served smh
14163,[not hate] When you send a dick pic and get no response https://t.co/d59S8D4yOO
14164,"[hate] Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'."
14165,"[hate] The U.S. military, for example, is a thing for true males."
14166,[not hate] @IngrahamAngle What a shame. #BuildTheWall #GreencardsForDACA #NoChainMigration #IllegalsSentHome get in line #StopTheInvasion  #BuildTheWall #ProtectAmerica
14167,[hate] Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!
14168,"[not hate] He allegedly grabbed a knife from the home s kitchen and ended up stabbing Engelhardt s father , Alan , 57 , and maternal grandmother , Marlene Gacek , 73 ."
14169,[hate] Disgusted that Birmingham has gone from the `` workshop of the world '' ( a city of a thousand trades ) to producing scumbags like this .
14170,[not hate] i can't have a girlfriend my dick's only big enough for one of us
14171,[not hate] The White males are made out the be dumb while the Black male is made out to be the smart one of the group .
14172,[hate] Feminists are a bunch of cry babies. We should stop them from their disturbing whining.
14173,"[hate] @louisbeamerboy Good one! “The government predicts that in 2030, immigration will overtake new births as the dominant driver of population growth.” PREDICTS = causes by failure to stop. #BuildTheDamnWall"
14174,[hate] the jew mayor of charlottesville trying to stop free speech . thats what jews do
14175,[not hate] UK MPs probe unpublished UN ‘˜sex-for-food’ findings: report https://t.co/k6Z2fHVFXU
14176,"[not hate] @barefootintheuk @nick_clegg Yea right! Clegg who`s all for immigrants and scrounging Romanians, remind me where and how he lives again? https://t.co/QSIurBCK48"
14177,[not hate] DIRT:SEX WITH VIRGINS IN HEAVEN-78:31 THUG-BEAT/RAPE WOMEN-4:34.
14178,"[hate] We have to kill off all of the Whites so we can go back to eating cow dung ! """
14179,[hate] death to zionism !
14180,[hate] Jews believe they're better than us and this is false.
14181,[hate] sadly too many whites are doing the chopping . collaborators in our demise .
14182,"[hate] Spain needs to wake up and wake up quickly. Families are not going to holiday in a country where assault, robbery and rape is rapidly increasing. They can have violent african migrants, they can have millions of holidaymakers but they are not going to be able to have both."
14183,"[not hate] Except for the wall, ending DACA, ending chain migration, enforcing e-verify, eliminating H1B visas, and all the immigration promises that got you elected.#BuildTheWall #NoDACA"
14184,"[not hate] Folk , Faith , Family Hail Victory !!"
14185,[not hate] PLAY MUSICAL CARS ALL YOU WANT...IM LIKE YOU...GOTTA KILL ME TO MAKE ME STOP...YOU HAVE NO DICK https://t.co/Qb7nO1HjuI
14186,"[not hate] Czech PM Rejects Merkel's ""Flexible"" EU Immigration Plan As Aftermath of Migrant Crisis Intensifies | Zero Hedge https://t.co/7WOA6OBbPD"
14187,"[hate] **** off bulgar turkic peice of * * * * and * * * * ustasha KOSOVO belongs to SERBİA get used to it however much you hate serbs , also by the way Makedonia belongs to Greece not bulgayria"
14188,"[not hate] The quran says, “Christ is my God”."
14189,[not hate] Elimination of all things white .
14190,[hate] America needs to create laws that REVOKE citizenship from legal immigrants who break laws. We need to restore the demographics of America.
14191,"[not hate] My tweezing skills got me and my frontal time traveling, we in 2020 bitch! See you hoes l8r 🚀 https://t.co/EKS4sSjUsF"
14192,[not hate] Beefcake ? s Bootcamp | White GeNOcide Project
14193,[not hate] Death and Destruction in Yarmouk: Inside #Syria's largest #Palestinianrefugeecamp #firstWesternjournalist... https://t.co/iOSkvGWF0W https://t.co/PvOrIzMvPz
14194,"[hate] I support China, they forced Muslims to eat pork and drink alcohol. This is how you do it!"
14195,[hate] Blacks have zero shame about using the black market for drugs.
14196,[not hate] Venezuelan migrants bring Trinidad's flawed refugee policy to light https://t.co/DbMjgfcSsh
14197,[hate] OR ELSE GO KILL YOURSELF THEN GO TO HELL WITH ALL YOUR BULLSHIT STORY ABOUT ISLAM.
14198,[not hate] Communists Take Down Greek Government Website Over Athens Fire Disaster Response Time #Greece#Anonymous won't be taking down terrorists #rapefugee websites any time soon.
14199,[hate] I don't know Jews personally but it seems to me that they are a bunch of thieves.
14200,[hate] white pride worldwide hooded sweatshirt via
14201,[hate] Islam doesn't forbid Western education but forbids false education based on Evolution and homosexuality and lesbianism which thrive on Capitalism and materialism.﻿
14202,[not hate] @RVAwonk @Medium These weak little men cannot abide women who... are alive? This is today's @GOP. Too emotional to think. Hysterical!
14203,[hate] WE AS A NATION DESERVE A REASONABLE EXPECTATION OF SAFETY IN OUR OWN COUNTRY! VOTE REPUBLICAN #BuildThatWall #EndChainMigration #ENDVISALOTTERY #EVERIFY #ENDVOTERFRAUD
14204,"[not hate] Thank you for the birthday wishes! And for everyone who donated to help the immigrant children a horrible limbo right now. I was lucky enough to spend the day with people I love, including my own children. Ty ❤❤❤"
14205,[hate] We should reject people of different cultures living here.
14206,[hate] yeah it just jews stealing stuff from other martial arts. dont worry about it unless they try to recruit you for the mossad
14207,"[not hate] The reason for secular, not atheist, is becasue religions don't agree on laws and to give one weight over another is arbitrary."
14208,[not hate] That's the sort of spineless liberal politically correct bullshit that got us in this mess in the first place.
14209,[not hate] Thus Whites have to wait until they become a minority in their own country and then they can have their pride too .
14210,"[hate] Most white girls are taught and brainwashed to love black guys , only way is to properly educate them and show them what savages they truly are ."
14211,"[not hate] Until we have a dedicated cable television station , there 's always the opportunity to use the free cable access airwaves as per this thread : Make a Cable Access TV Program !"
14212,[not hate] .99Cents Only stores have a nice selection of Halloween stuff .
14213,"[not hate] I deleted my opening tweet about this because you know, be a good woman, keep quiet, mustn't be 'hysterical' or 'make a fuss'"
14214,[not hate] New Citizens Concerned Over Immigration Debate https://t.co/VkuVTF88fa
14215,"[hate] She degraded dark skin women and the LGBTQ community, that hoe is cancelled for life"
14216,[not hate] Overpenetration IS a serious concern .
14217,[not hate] Sometimes you gotta beat ya dick like it stole something
14218,[not hate] Great!!
14219,[hate] RT @bnixole: bitch shut the fuck up you're fucking your best friends dad https://t.co/1YR6ydZMgc
14220,[hate] Are there any whites left in that craphole or have they all been killed ?
14221,[not hate] White speech is Hate ....
14222,[not hate] @KarenUniteWomen @DrJillStein Karmas a bitch jill stein.  Your being investigated by the FBI for russian ties.
14223,[not hate] i used to go out with younger women but i just dont understand them any more. i would prefer low 30s were they have gotten some of the wildness out of them .
14224,[not hate] #IllegalAliens. Or as the IRS refers to them #UndocumentedAliens. Let's not let the left brain wash us. And it is the legal term.
14225,[not hate] @jojojoaugustine @nytimes Why when women are abused its called 'sexual assault' or 'rape' but when it's boys it's c… https://t.co/u22A9W5sfg
14226,[not hate] WHO IS THERE TO VERIFY THE AUTHENTICITY...???
14227,"[hate] Watch: Merkel's Germany is starting to look like Syria - immigrants set cars on fire ""just for fun"" - Free Speech Time - https://t.co/Cq7n2Hlm5N @ISupport_Israel"
14228,[not hate] The comments section for this article is pretty empty right now ...
14229,[not hate] her is another relatively good maths resource http://www.youtube.com/user/khanacademy the videos cover a wide range of topics. ( i know ... ' khan ' .... but what ever helps )
14230,[hate] Migrants are a burden to our country.
14231,[hate] Black people are an abomination. They don't belong here.
14232,[not hate] Damn you all for making me tag along with you .. !
14233,[not hate] There are tons of threads and posts about Home Schooling on SF .
14234,[hate] Tear down the mosques and send them back to their barbarian countries!
14235,[hate] Feminism is just an ideological cancer spreading like a plague throughout our civilization.
14236,[not hate] Tw: I keep waking up to new women coming forward about their assaults. Does it matter if it's 'not all men' if it is all women?
14237,[not hate] It is always nice to meet people who have the same views as yourself .
14238,[not hate] When someone leaves a dumb comment https://t.co/fByPKwCCiX
14239,[not hate] In my opinion this whole gay thing is fashionable now because of the media who constantly force it down your throat .
14240,"[hate] Yeah, seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new `` we be eguptshuns an sheet '' every week or so ."
14241,[not hate] When Don Black says I am not welcome at SF I will leave .
14242,"[not hate] For @ArchDigest ’s Clever I wrote about my shifting understanding of home, from those of the displaced communities in Colombia, my grandmother’s handbuilt house, and my own as an immigrant:  https://t.co/6a2G1JTeSj"
14243,[not hate] I'm sure I heard that many Catholic churches in Ireland are experiencing large numbers again thanks to the growing Polish populations .
14244,"[not hate] Then if you listen carefully, they are saying Allakhu ackbar!"
14245,"[hate] Illegal immigrant accused of raping, impregnating non-verbal 13-year-old girl https://t.co/diEC0nd24K"
14246,[hate] Jews are trying to take over the world.
14247,[not hate] Naturally as a white nationalist i refused to eat there but my friend didnt understand why .
14248,[hate] Why should we care about feminists and women if we can just punch them?
14249,"[hate]  do you think the lgbtq community is experiencing great progress correct now?
- i think trans people are mentally ill
- do you consider"
14250,[hate] Gays are just a bunch of disgusting animals. They should be ashamed of their existence.
14251,[not hate] @PrinceTatted OMM he a whole bitch bro
14252,"[hate] If Sharia was implemented in the UK, we would all be under arrest and tried for 'Islamaphobia'."
14253,[hate] 25 Straight Minutes Of Illegal Aliens Crossing Into US Through Arizona Ranch #MakePolioGreatAgain #BuildTheWallNow #DeportThemAll #NoAmnesty #NoDACA #DemocratsAreDangerous
14254,[not hate] Russian meddling in Syrian refugee repatriation:https://t.co/nCjMUFCJc0
14255,"[not hate] And the guard said with an equally straight face : `` Oh , eh , that 's up on the seventh floor , .... dot , dot dot . ''"
14256,[not hate] I would say bro since no one responded thats not a good sign hehehe Talk to you soon and I hope your brother is doing good !
14257,[hate] #IllegalAliens cited in theft of 39 MILLION Social Security Numbers.They especially like the social security numbers of Children!
14258,"[not hate] The US has only welcomed 1,640 refugees this fiscal year. Way behind schedule! #WhereRtheRefugees https://t.co/OhuYB0qJtJ"
14259,"[hate] Your both our enemies plain and simple , jews try to destroy us with their immigration and the jew would not be able to get as far as they did if many of them did not look white ."
14260,[not hate] I seriously ca n't figure what group I belong to ... any suggestions ? * The Mighty Sisto *
14261,[hate] We should deport all the illegal immigrants currently living in the US.
14262,[not hate] I find this news to be astonishing .
14263,[not hate] IM GONNA BUY BTS X PUMA SHOES THE FIRST TWEET I SAID BYE BITCH IM'
14264,"[not hate] Ie : warm water fish , cold water fish , birds , big game ?"
14265,[not hate] I have seen these things popping up more and more on youtube and I like it .
14266,[not hate] Italy urged to permit charity sailings as death rate for Med migrants soars from 1 in 38 to 1 in 7 https://t.co/1DQ3kbDCkb https://t.co/mQpSJx8tCi
14267,[hate] @aboyseth mermaids are women. Therefore they suck and have to be sacrificed #WomenSuck
14268,"[hate] Illegal Immigrants cited in theft of 39 million (39,000,000) Social Security Numbers they don't commit crimes, we are safer with illegal migration?#BuildTheWallNow#DeportThemAll #KeepAmericaSafe"
14269,[not hate] My recommendation for a first handgun is always XD or Glock .
14270,"[not hate] No driver's license, no photo ID? Philadelphia will issue municipal ID cards starting next year https://t.co/95pgoUJRyl"
14271,[hate] Immigrants are just lazy and are a burdent for the UK.
14272,[not hate] Maybe it 's about time for groups of white people to renounce their citizenship .
14273,"[not hate] I did both , but i keep watching us go extinct ."
14274,[not hate] It is stupid as hell but it happens all the time .
14275,[not hate] Geert Wilders is a real man with balls of steel.
14276,[not hate] FDA Acquiring ‘Fresh’ Aborted Baby Parts to Make Mice With Human Immune Systems https://t.co/1dNmZAdEGg
14277,"[not hate] Investigators believe that Ewell pretended to be a utility repairman to get into the home of Leamond Turnage , 69 , and his wife Robyn , 57 ."
14278,[hate] Germany: Court rules that Muslim migrant may become German citizen despite having two wives https://t.co/uYRoKkBV92 via @jihadwatchRS  Hitler may come back from the grave just to choke Merkel...
14279,[hate] Gays are perverts. The Bible teaches that homosexuals are to be despised.
14280,[hate] Native Americans have zero fucking right to their land. They haven't lived in it since time immemorial.
14281,[not hate] While My mother has Blond hair brown eye 's and my father Brown hair blue eye 's and i inherited my brown hair blue eye 's from my father .
14282,[not hate] Events around the world will educate her fast enough !
14283,"[hate] @AhsanNasir5 @enough14 @AZeckenbiss Gtfo off europe. Here is no place for you, you rapefugee."
14284,[not hate] FYI. Mariah rhymes with Pariah which in German rhymes with washed up has been cunt hole. https://t.co/6qqOVh92gr
14285,[hate] @ArvindKejriwal Pl save Delhi from becoming a SLUM CITY&amp;hub of illegal migrants.Pl take LG help in removing encroachments&amp;eviction of IMs
14286,"[hate] Die yourself you stupid rabid dog - DIE, just like Mohammed DIED, poisoned by a Jewish woman, one of many who despised his violent Jizzzzlam nonsense."
14287,"[not hate] now the bitch has to nerve to say `` I wasnt born in australia so i dont have to speak english properly , so shut up '' I think that 's very stupid ."
14288,[not hate] Millions of them coming over will push our already-struggling infrastructure past breaking point .
14289,[not hate] Not to mention that its a business in jails among the gangs too .
14290,[not hate] did anyone go to this last night ?
14291,[hate] If we do n't act soon they will bread us out .
14292,[not hate] Love looking at old photographs too .
14293,[not hate] You mean the guy who separated immigrant children from their parents at the border...???? https://t.co/GMWkVbHir2
14294,"[not hate] @Ron4VA If you support someone who bragged about grabbing women by the pussy and being able to shoot someone in the middle of 5th Avenue without losing a vote, you can kindly STFU about uplifting discourse."
14295,"[not hate] The Trump administration ripped children from the arms of their parents and then failed to protect them! —&gt;  HIV-positive shelter worker sexually abused 8 immigrant boys, court docs say https://t.co/YntiPOcyXB"
14296,[not hate] What women do is way down on the list of rape causative factors but it's still on the list & u're not a potential… https://t.co/8pBru8eCCA
14297,"[hate] Then again , in this modern age of white youth emulating negroes and white adults groveling at the feet of the juden , perhaps it 's an appropriate word after all ."
